timestamp,open,high,low,close,volume,close time,quote asset volume,number of trades,taker buy base asset volume,taker buy quote asset volume,ignore
2022-02-21 01:00:00,78.77000000,81.78000000,78.42000000,80.57000000,213472.80000000,1645408799999,17155874.09760000,29495,108617.38000000,8719430.01760000,0
2022-02-21 02:00:00,80.58000000,81.54000000,80.53000000,81.39000000,78410.21000000,1645412399999,6349385.46380000,8794,38569.19000000,3123674.67670000,0
2022-02-21 03:00:00,81.39000000,81.60000000,79.55000000,79.87000000,78196.52000000,1645415999999,6289308.18400000,10829,37238.14000000,2996874.89310000,0
2022-02-21 04:00:00,79.86000000,81.45000000,79.82000000,81.21000000,77150.49000000,1645419599999,6226590.23740000,11810,46862.31000000,3783475.77790000,0
2022-02-21 05:00:00,81.20000000,81.58000000,80.44000000,80.72000000,65753.22000000,1645423199999,5325551.22850000,9820,36736.20000000,2975195.08360000,0
2022-02-21 06:00:00,80.71000000,81.46000000,80.41000000,81.30000000,75198.59000000,1645426799999,6092139.80340000,12654,41362.58000000,3350900.24930000,0
2022-02-21 07:00:00,81.31000000,82.43000000,81.03000000,82.26000000,99994.26000000,1645430399999,8173182.11130000,13174,57362.25000000,4689795.40200000,0
2022-02-21 08:00:00,82.25000000,82.70000000,80.81000000,80.98000000,107095.05000000,1645433999999,8776455.99690000,16121,50745.42000000,4161921.68310000,0
2022-02-21 09:00:00,80.99000000,81.29000000,80.55000000,80.64000000,60914.14000000,1645437599999,4931794.21750000,9043,27048.37000000,2190233.89720000,0
2022-02-21 10:00:00,80.63000000,81.06000000,78.75000000,79.03000000,132744.31000000,1645441199999,10570857.07480000,17069,59486.69000000,4736542.87370000,0
2022-02-21 11:00:00,79.06000000,79.61000000,76.27000000,77.38000000,194666.14000000,1645444799999,15128066.76550000,24411,84957.75000000,6603556.11570000,0
2022-02-21 12:00:00,77.37000000,77.82000000,75.12000000,75.83000000,227107.48000000,1645448399999,17357006.26600000,25109,107256.38000000,8187418.90340000,0
2022-02-21 13:00:00,75.82000000,76.04000000,74.70000000,75.23000000,152205.25000000,1645451999999,11468708.46540000,17026,72909.22000000,5496258.40060000,0
2022-02-21 14:00:00,75.23000000,79.32000000,74.92000000,78.64000000,300065.92000000,1645455599999,23391785.76090000,36004,164640.33000000,12830379.59970000,0
